,city_name,group
21178,Parempuyre,0
21179,Parempuyre,0
21180,Parempuyre,0
21181,Parempuyre,0
21182,Pauillac,4
21183,Pauillac,4
21184,Pauillac,4
21185,Pauillac,4
21186,Les Peintures,4
21187,Pellegrue,3
21188,Périssac,4
21189,Pessac,0
21190,Pessac,0
21191,Pessac,0
21192,Pessac,0
21193,Pessac,2
21194,Pessac,0
21195,Pessac,0
21196,Pessac,0
21197,Pessac,0
21198,Pessac,0
21199,Pessac,0
21200,Pessac,0
21201,Pessac,0
21202,Pessac,0
21203,Pessac,0
21204,Pessac,0
21205,Pessac,0
21206,Pessac,0
21207,Pessac,1
21208,Pessac,0
21209,Pessac,0
21210,Pessac,0
21211,Pessac,0
21212,Pessac,0
21213,Pessac,0
21214,Pessac,0
21215,Pessac,0
21216,Pessac,0
21217,Pessac,0
21218,Pessac,0
21219,Pessac,0
21220,Pessac,0
21221,Pessac,0
21222,Pessac,0
21223,Pessac,0
21224,Pessac,0
21225,Pessac,0
21226,Pessac,2
21227,Pessac,0
21228,Pessac,2
21229,Pessac,0
21230,Pessac,2
21231,Pessac-sur-Dordogne,4
21232,Petit-Palais-et-Cornemps,4
21233,Peujard,0
21234,Peujard,0
21235,Le Pian-Médoc,0
21236,Le Pian-Médoc,0
21237,Le Pian-Médoc,0
21238,Le Pian-Médoc,0
21239,Le Pian-sur-Garonne,0
21240,Pineuilh,3
21241,Pineuilh,3
21242,Pineuilh,3
21243,Plassac,0
21244,Pleine-Selve,3
21245,Podensac,0
21246,Podensac,0
21247,Pomerol,3
21248,Pompéjac,0
21249,Pompignac,0
21250,Pompignac,0
21251,Pompignac,0
21252,Pondaurat,0
21253,Porchères,4
21254,Le Porge,0
21255,Le Porge,0
21256,Portets,0
21257,Portets,3
21258,Le Pout,0
21259,Préchac,0
21260,Preignac,0
21261,Preignac,3
21262,Prignac-en-Médoc,4
21263,Prignac-et-Marcamps,0
21264,Pugnac,4
21265,Pugnac,4
21266,Puisseguin,3
21267,Pujols-sur-Ciron,4
21268,Pujols,0
21269,Le Puy,3
21270,Puybarban,4
21271,Puynormand,4
21272,Queyrac,4
21273,Quinsac,0
21274,Rauzan,0
21275,Reignac,4
21276,La Réole,0
21277,La Réole,0
21278,La Réole,3
21279,Rimons,1
21280,Riocaud,3
21281,Rions,0
21282,La Rivière,3
21283,Roaillan,0
21284,Romagne,0
21285,Roquebrune,3
21286,La Roquille,4
21287,Ruch,0
21288,Sablons,4
21289,Sadirac,0
21290,Sadirac,0
21291,Sadirac,0
21292,Saillans,3
21293,Saint-Aignan,3
21294,Saint-André-de-Cubzac,0
21295,Saint-André-de-Cubzac,0
21296,Saint-André-de-Cubzac,0
21297,Saint-André-de-Cubzac,0
21298,Saint-André-de-Cubzac,4
21299,Saint-André-de-Cubzac,0
21300,Saint-André-du-Bois,0
21301,Saint-André-et-Appelles,3
21302,Saint-Androny,4
21303,Saint-Antoine-du-Queyret,4
21304,Saint-Antoine-sur-l'Isle,4
21305,Saint-Aubin-de-Blaye,4
21306,Saint-Aubin-de-Branne,3
21307,Saint-Aubin-de-Médoc,0
21308,Saint-Aubin-de-Médoc,0
21309,Saint-Aubin-de-Médoc,1
21310,Saint-Aubin-de-Médoc,0
21311,Saint-Aubin-de-Médoc,1
21312,Saint-Aubin-de-Médoc,1
21313,Saint-Aubin-de-Médoc,1
21314,Saint-Avit-de-Soulège,0
21315,Saint-Avit-Saint-Nazaire,4
21316,Saint-Avit-Saint-Nazaire,3
21317,Saint-Brice,3
21318,Saint-Caprais-de-Blaye,4
21319,Saint-Caprais-de-Bordeaux,0
21320,Saint-Caprais-de-Bordeaux,0
21321,Saint-Caprais-de-Bordeaux,0
21322,Saint-Christoly-de-Blaye,4
21323,Saint-Christoly-de-Blaye,4
21324,Saint-Christoly-Médoc,4
21325,Saint-Christophe-des-Bardes,1
21326,Saint-Christophe-de-Double,4
21327,Saint-Cibard,3
21328,Saint-Ciers-d'Abzac,4
21329,Saint-Ciers-de-Canesse,4
21330,Saint-Ciers-sur-Gironde,4
21331,Saint-Ciers-sur-Gironde,4
21332,Sainte-Colombe,4
21333,Saint-Côme,0
21334,Sainte-Croix-du-Mont,0
21335,Saint-Denis-de-Pile,4
21336,Saint-Denis-de-Pile,0
21337,Saint-Denis-de-Pile,4
21338,Saint-Denis-de-Pile,4
21339,Saint-Emilion,1
21340,Saint-Emilion,1
21341,Saint-Estèphe,4
21342,Saint-Etienne-de-Lisse,3
21343,Sainte-Eulalie,0
21344,Sainte-Eulalie,0
21345,Sainte-Eulalie,0
21346,Sainte-Eulalie,0
21347,Saint-Exupéry,4
21348,Saint-Félix-de-Foncaude,3
21349,Saint-Ferme,3
21350,Sainte-Florence,3
21351,Sainte-Foy-la-Grande,3
21352,Sainte-Foy-la-Grande,2
21353,Sainte-Foy-la-Longue,0
21354,Sainte-Gemme,0
21355,Saint-Genès-de-Blaye,0
21356,Saint-Genès-de-Castillon,4
21357,Saint-Genès-de-Fronsac,4
21358,Saint-Genès-de-Lombaud,3
21359,Saint-Genis-du-Bois,3
21360,Saint-Germain-de-Grave,3
21361,Saint-Germain-d'Esteuil,4
21362,Saint-Germain-d'Esteuil,4
21363,Saint-Germain-du-Puch,0
21364,Saint-Germain-du-Puch,3
21365,Saint-Germain-de-la-Rivière,3
21366,Saint-Gervais,0
21367,Saint-Girons-d'Aiguevives,4
21368,Sainte-Hélène,0
21369,Sainte-Hélène,4
21370,Saint-Hilaire-de-la-Noaille,4
21371,Saint-Hilaire-du-Bois,3
21372,Saint-Hippolyte,3
21373,Saint-Jean-de-Blaignac,3
21374,Saint-Jean-d'Illac,0
21375,Saint-Jean-d'Illac,0
21376,Saint-Jean-d'Illac,0
21377,Saint-Jean-d'Illac,0
21378,Saint-Jean-d'Illac,0
21379,Saint-Jean-d'Illac,0
21380,Saint-Jean-d'Illac,0
21381,Saint-Jean-d'Illac,0
21382,Saint-Julien-Beychevelle,4
21383,Saint-Julien-Beychevelle,0
21384,Saint-Laurent-Médoc,4
21385,Saint-Laurent-Médoc,4
21386,Saint-Laurent-Médoc,4
21387,Saint-Laurent-d'Arce,4
21388,Saint-Laurent-des-Combes,1
21389,Saint-Laurent-du-Bois,3
21390,Saint-Laurent-du-Plan,3
21391,Saint-Léger-de-Balson,4
21392,Saint-Léon,4
21393,Saint-Loubert,0
21394,Saint-Loubès,4
21395,Saint-Loubès,0
21396,Saint-Loubès,0
21397,Saint-Loubès,0
21398,Saint-Loubès,0
21399,Saint-Loubès,0
21400,Saint-Louis-de-Montferrand,0
21401,Saint-Louis-de-Montferrand,4
21402,Saint-Macaire,0
21403,Saint-Magne,0
21404,Saint-Magne,4
21405,Saint-Magne-de-Castillon,3
21406,Saint-Magne-de-Castillon,4
21407,Saint-Maixant,0
21408,Saint-Mariens,4
21409,Saint-Martial,0
21410,Saint-Martin-Lacaussade,0
21411,Saint-Martin-de-Laye,4
21412,Saint-Martin-de-Lerm,3
21413,Saint-Martin-de-Sescas,3
21414,Saint-Martin-du-Bois,4
21415,Saint-Martin-du-Puy,3
21416,Saint-Médard-de-Guizières,4
21417,Saint-Médard-de-Guizières,4
21418,Saint-Médard-d'Eyrans,0
21419,Saint-Médard-d'Eyrans,0
21420,Saint-Médard-d'Eyrans,0
21421,Saint-Médard-en-Jalles,0
21422,Saint-Médard-en-Jalles,0
21423,Saint-Médard-en-Jalles,1
21424,Saint-Médard-en-Jalles,0
21425,Saint-Médard-en-Jalles,0
21426,Saint-Médard-en-Jalles,0
21427,Saint-Médard-en-Jalles,0
21428,Saint-Médard-en-Jalles,0
21429,Saint-Médard-en-Jalles,0
21430,Saint-Médard-en-Jalles,0
21431,Saint-Médard-en-Jalles,0
21432,Saint-Médard-en-Jalles,1
21433,Saint-Médard-en-Jalles,0
21434,Saint-Médard-en-Jalles,0
21435,Saint-Médard-en-Jalles,0
21436,Saint-Médard-en-Jalles,0
21437,Saint-Médard-en-Jalles,0
21438,Saint-Médard-en-Jalles,0
21439,Saint-Médard-en-Jalles,0
21440,Saint-Médard-en-Jalles,0
21441,Saint-Médard-en-Jalles,0
21442,Saint-Médard-en-Jalles,0
21443,Saint-Médard-en-Jalles,0
21444,Saint-Médard-en-Jalles,0
21445,Saint-Médard-en-Jalles,0
21446,Saint-Médard-en-Jalles,0
21447,Saint-Michel-de-Castelnau,0
21448,Saint-Michel-de-Fronsac,3
21449,Saint-Michel-de-Rieufret,0
21450,Saint-Michel-de-Lapujade,4
21451,Saint-Morillon,0
21452,Saint-Palais,4
21453,Saint-Pardon-de-Conques,0
21454,Saint-Paul,4
21455,Saint-Pey-d'Armens,3
21456,Saint-Pey-de-Castets,4
21457,Saint-Philippe-d'Aiguille,3
21458,Saint-Philippe-du-Seignal,3
21459,Saint-Pierre-d'Aurillac,0
21460,Saint-Pierre-de-Bat,0
21461,Saint-Pierre-de-Mons,0
21462,Saint-Quentin-de-Baron,4
21463,Saint-Quentin-de-Baron,4
21464,Saint-Quentin-de-Caplong,3
21465,Sainte-Radegonde,4
21466,Saint-Romain-la-Virvée,3
21467,Saint-Sauveur,4
21468,Saint-Sauveur-de-Puynormand,4
21469,Saint-Savin,4
21470,Saint-Savin,4
21471,Saint-Selve,0
21472,Saint-Selve,0
21473,Saint-Seurin-de-Bourg,0
21474,Saint-Seurin-de-Cadourne,4
21475,Saint-Seurin-de-Cursac,0
21476,Saint-Seurin-sur-l'Isle,4
21477,Saint-Seurin-sur-l'Isle,4
21478,Saint-Sève,3
21479,Saint-Sulpice-de-Faleyrens,4
21480,Saint-Sulpice-de-Guilleragues,4
21481,Saint-Sulpice-de-Pommiers,3
21482,Saint-Sulpice-et-Cameyrac,4
21483,Saint-Sulpice-et-Cameyrac,0
21484,Saint-Sulpice-et-Cameyrac,0
21485,Saint-Sulpice-et-Cameyrac,1
21486,Saint-Symphorien,4
21487,Saint-Symphorien,4
21488,Sainte-Terre,4
21489,Sainte-Terre,3
21490,Saint-Trojan,4
21491,Saint-Vincent-de-Paul,4
21492,Saint-Vincent-de-Pertignas,0
21493,Saint-Vivien-de-Blaye,3
21494,Saint-Vivien-de-Médoc,4
21495,Saint-Vivien-de-Monségur,3
21496,Saint-Yzan-de-Soudiac,4
21497,Saint-Yzan-de-Soudiac,4
21498,Saint-Yzans-de-Médoc,4
21499,Salaunes,0
21500,Salleboeuf,0
21501,Salleboeuf,0
21502,Salles,0
21503,Salles,0
21504,Salles,3
21505,Salles,0
21506,Salles,0
21507,Salles,0
21508,Salles,0
21509,Les Salles-de-Castillon,4
21510,Samonac,4
21511,Saucats,0
21512,Saucats,0
21513,Saugon,4
21514,Saumos,0
21515,Sauternes,3
21516,La Sauve,0
21517,Sauveterre-de-Guyenne,0
21518,Sauveterre-de-Guyenne,3
21519,Sauviac,0
21520,Savignac,4
21521,Savignac-de-l'Isle,0
21522,Semens,4
21523,Sendets,4
21524,Sigalens,4
21525,Sillas,0
21526,Soulac-sur-Mer,1
21527,Soulac-sur-Mer,1
21528,Soulac-sur-Mer,3
21529,Soulignac,0
21530,Soussac,3
21531,Soussans,4
21532,Tabanac,0
21533,Le Taillan-Médoc,0
21534,Le Taillan-Médoc,0
21535,Le Taillan-Médoc,0
21536,Le Taillan-Médoc,0
21537,Le Taillan-Médoc,0
21538,Le Taillan-Médoc,0
21539,Le Taillan-Médoc,0
21540,Le Taillan-Médoc,0
21541,Le Taillan-Médoc,0
21542,Taillecavat,4
21543,Talais,4
21544,Talence,0
21545,Talence,0
21546,Talence,2
21547,Talence,0
21548,Talence,0
21549,Talence,0
21550,Talence,0
21551,Talence,0
21552,Talence,0
21553,Talence,0
21554,Talence,0
21555,Talence,0
21556,Talence,0
21557,Talence,0
21558,Talence,0
21559,Talence,0
21560,Talence,0
21561,Talence,0
21562,Talence,0
21563,Talence,0
21564,Talence,0
21565,Talence,0
21566,Talence,0
21567,Talence,0
21568,Talence,2
21569,Talence,2
21570,Targon,3
21571,Targon,4
21572,Tarnès,0
21573,Tauriac,4
21574,Tayac,4
21575,Le Teich,0
21576,Le Teich,0
21577,Le Teich,0
21578,Le Teich,0
21579,Le Teich,0
21580,Le Teich,0
21581,Le Teich,0
21582,Le Teich,0
21583,Le Temple,3
21584,La Teste-de-Buch,3
21585,La Teste-de-Buch,3
21586,La Teste-de-Buch,0
21587,La Teste-de-Buch,1
21588,La Teste-de-Buch,1
21589,La Teste-de-Buch,3
21590,La Teste-de-Buch,1
21591,La Teste-de-Buch,1
21592,La Teste-de-Buch,0
21593,La Teste-de-Buch,0
21594,La Teste-de-Buch,0
21595,La Teste-de-Buch,3
21596,La Teste-de-Buch,3
21597,La Teste-de-Buch,3
21598,La Teste-de-Buch,1
21599,La Teste-de-Buch,1
21600,La Teste-de-Buch,1
21601,La Teste-de-Buch,3
21602,La Teste-de-Buch,3
21603,La Teste-de-Buch,3
21604,Teuillac,3
21605,Tizac-de-Curton,3
21606,Tizac-de-Lapouyade,0
21607,Toulenne,0
21608,Toulenne,0
21609,Le Tourne,0
21610,Tresses,0
21611,Tresses,0
21612,Tresses,0
21613,Tresses,0
21614,Le Tuzan,4
21615,Uzeste,0
21616,Valeyrac,4
21617,Vayres,3
21618,Vayres,0
21619,Vayres,0
21620,Vendays-Montalivet,4
21621,Vendays-Montalivet,0
21622,Vensac,4
21623,Vérac,4
21624,Verdelais,0
21625,Le Verdon-sur-Mer,4
21626,Le Verdon-sur-Mer,3
21627,Vertheuil,4
21628,Vignonet,3
21629,Villandraut,0
21630,Villegouge,3
21631,Villenave-de-Rions,0
21632,Villenave-d'Ornon,2
21633,Villenave-d'Ornon,0
21634,Villenave-d'Ornon,0
21635,Villenave-d'Ornon,0
21636,Villenave-d'Ornon,0
21637,Villenave-d'Ornon,0
21638,Villenave-d'Ornon,0
21639,Villenave-d'Ornon,0
21640,Villenave-d'Ornon,0
21641,Villenave-d'Ornon,0
21642,Villenave-d'Ornon,0
21643,Villenave-d'Ornon,0
21644,Villenave-d'Ornon,0
21645,Villenave-d'Ornon,0
21646,Villenave-d'Ornon,0
21647,Villenave-d'Ornon,0
21648,Villenave-d'Ornon,0
21649,Villenave-d'Ornon,0
21650,Villenave-d'Ornon,0
21651,Villenave-d'Ornon,0
21652,Villenave-d'Ornon,0
21653,Villenave-d'Ornon,0
21654,Villenave-d'Ornon,0
21655,Villenave-d'Ornon,2
21656,Villenave-d'Ornon,0
21657,Villeneuve,4
21658,Virelade,0
21659,Virsac,4
21660,Yvrac,0
21661,Yvrac,0
21662,Marcheprime,0
21663,Marcheprime,0
21664,Marcheprime,0
21665,Marcheprime,0
21666,Abeilhan,4
21667,Adissan,4
21668,Agde,4
21669,Agde,4
21670,Agde,4
21671,Agde,4
21672,Agde,3
21673,Agde,2
21674,Agde,3
21675,Agde,4
21676,Agde,3
21677,Agde,4
21678,Agde,4
21679,Agde,4
21680,Agde,4
21681,Agde,3
21682,Agde,3
21683,Agde,3
21684,Agde,3
21685,Agde,3
21686,Agde,4
21687,Agde,4
21688,Agde,4
21689,Agde,4
21690,Agde,3
21691,Agde,4
21692,Agel,0
21693,Agonès,0
21694,Aigne,3
21695,Aigues-Vives,3
21696,Les Aires,0
21697,Alignan-du-Vent,4
21698,Aniane,2
21699,Aniane,4
21700,Arboras,0
21701,Argelliers,0
21702,Aspiran,4
21703,Assas,1
21704,Assignan,1
21705,Aumelas,0
21706,Aumelas,0
21707,Aumes,3
21708,Autignac,4
21709,Avène,4
21710,Avène,0
21711,Azillanet,0
21712,Babeau-Bouldoux,0
21713,Baillargues,0
21714,Baillargues,3
21715,Baillargues,3
21716,Baillargues,3
21717,Baillargues,1
21718,Baillargues,0
21719,Baillargues,4
21720,Baillargues,4
21721,Balaruc-les-Bains,4
21722,Balaruc-les-Bains,4
21723,Balaruc-les-Bains,4
21724,Balaruc-les-Bains,3
21725,Balaruc-les-Bains,4
21726,Balaruc-les-Bains,4
21727,Balaruc-le-Vieux,4
21728,Balaruc-le-Vieux,4
21729,Balaruc-le-Vieux,4
21730,Bassan,4
21731,Beaufort,3
21732,Beaulieu,3
21733,Beaulieu,3
21734,Bédarieux,2
21735,Bédarieux,2
21736,Bédarieux,2
21737,Bédarieux,0
21738,Bédarieux,2
21739,Bélarga,4
21740,Berlou,0
21741,Bessan,4
21742,Bessan,4
21743,Bessan,4
21744,Bessan,4
21745,Béziers,3
21746,Béziers,2
21747,Béziers,4
21748,Béziers,3
21749,Béziers,3
21750,Béziers,4
21751,Béziers,3
21752,Béziers,3
21753,Béziers,3
21754,Béziers,2
21755,Béziers,3
21756,Béziers,2
21757,Béziers,4
21758,Béziers,3
21759,Béziers,4
21760,Béziers,4
21761,Béziers,4
21762,Béziers,3
21763,Béziers,3
21764,Béziers,3
21765,Béziers,4
21766,Béziers,4
21767,Béziers,4
21768,Béziers,4
21769,Béziers,3
21770,Béziers,3
21771,Béziers,4
21772,Béziers,4
21773,Béziers,4
21774,Béziers,4
21775,Béziers,4
21776,Béziers,4
21777,Béziers,2
21778,Béziers,3
21779,Béziers,3
21780,Béziers,3
21781,Béziers,4
21782,Béziers,4
21783,Béziers,2
21784,Béziers,2
21785,Béziers,4
21786,Béziers,3
21787,Béziers,4
21788,Béziers,4
21789,Béziers,4
21790,Béziers,4
21791,Béziers,4
21792,Béziers,4
21793,Béziers,4
21794,Béziers,2
21795,Béziers,4
21796,Béziers,4
21797,Béziers,4
21798,Béziers,4
21799,Boisseron,3
21800,Boisseron,3
21801,Boisset,3
21802,La Boissière,0
21803,Le Bosc,4
21804,Le Bosc,0
21805,Le Bosc,3
21806,Boujan-sur-Libron,4
21807,Boujan-sur-Libron,3
21808,Le Bousquet-d'Orb,4
21809,Bouzigues,3
21810,Brenas,0
21811,Brignac,4
21812,Brissac,0
21813,Buzignargues,3
21814,Cabrerolles,4
21815,Cabrières,0
21816,Cambon-et-Salvergues,0
21817,Campagnan,0
21818,Campagne,4
21819,Camplong,0
21820,Candillargues,4
21821,Canet,4
21822,Canet,4
21823,Canet,4
21824,Capestang,4
21825,Capestang,4
21826,Carlencas-et-Levas,4
21827,Cassagnoles,2
21828,Castanet-le-Haut,4
21829,Castelnau-de-Guers,0
21830,Castelnau-le-Lez,1
21831,Castelnau-le-Lez,0
21832,Castelnau-le-Lez,1
21833,Castelnau-le-Lez,0
21834,Castelnau-le-Lez,0
21835,Castelnau-le-Lez,1
21836,Castelnau-le-Lez,0
21837,Castelnau-le-Lez,1
21838,Castelnau-le-Lez,0
21839,Castelnau-le-Lez,0
21840,Castelnau-le-Lez,0
21841,Castelnau-le-Lez,3
21842,Castelnau-le-Lez,1
21843,Castelnau-le-Lez,1
21844,Castries,3
21845,Castries,0
21846,Castries,3
21847,Castries,3
21848,La Caunette,0
21849,Causse-de-la-Selle,0
21850,Causses-et-Veyran,4
21851,Caussiniojouls,3
21852,Caux,4
21853,Caux,3
21854,Le Caylar,0
21855,Cazedarnes,4
21856,Cazevieille,1
21857,Cazilhac,3
21858,Cazouls-d'Hérault,4
21859,Cazouls-lès-Béziers,4
21860,Cazouls-lès-Béziers,4
21861,Cazouls-lès-Béziers,4
21862,Cazouls-lès-Béziers,4
21863,Cébazan,4
21864,Ceilhes-et-Rocozels,0
21865,Celles,2
21866,Cers,4
21867,Cers,4
21868,Cessenon-sur-Orb,4
21869,Cesseras,0
21870,Ceyras,0
21871,Clapiers,0
21872,Clapiers,0
21873,Clapiers,0
21874,Clapiers,0
21875,Claret,0
21876,Clermont-l'Hérault,2
21877,Clermont-l'Hérault,4
21878,Clermont-l'Hérault,4
21879,Clermont-l'Hérault,4
21880,Clermont-l'Hérault,4
21881,Clermont-l'Hérault,4
21882,Colombières-sur-Orb,0
21883,Colombiers,4
21884,Colombiers,4
21885,Combaillaux,0
21886,Combaillaux,0
21887,Combes,0
21888,Corneilhan,4
21889,Coulobres,4
21890,Courniou,4
21891,Courniou,4
21892,Cournonsec,4
21893,Cournonsec,4
21894,Cournonterral,4
21895,Cournonterral,4
21896,Cournonterral,4
21897,Cournonterral,4
21898,Creissan,4
21899,Le Crès,0
21900,Le Crès,0
21901,Le Crès,0
21902,Le Crès,3
21903,Le Crès,0
21904,Le Crès,4
21905,Le Crès,0
21906,Le Cros,0
21907,Cruzy,4
21908,Dio-et-Valquières,0
21909,Espondeilhan,4
21910,Fabrègues,4
21911,Fabrègues,3
21912,Fabrègues,4
21913,Fabrègues,4
21914,Fabrègues,3
21915,Faugères,0
21916,Félines-Minervois,0
21917,Ferrals-les-Montagnes,4
21918,Ferrières-les-Verreries,0
21919,Ferrières-Poussarou,3
21920,Florensac,4
21921,Florensac,4
21922,Florensac,4
21923,Fontanès,0
21924,Fontès,4
21925,Fos,0
21926,Fouzilhon,4
21927,Fozières,0
21928,Fraisse-sur-Agout,0
21929,Frontignan,4
21930,Frontignan,4
21931,Frontignan,4
21932,Frontignan,4
21933,Frontignan,4
21934,Frontignan,4
21935,Frontignan,4
21936,Frontignan,4
21937,Frontignan,4
21938,Frontignan,4
21939,Frontignan,4
21940,Frontignan,4
21941,Frontignan,4
21942,Frontignan,4
21943,Frontignan,4
21944,Frontignan,4
21945,Frontignan,4
21946,Frontignan,4
21947,Frontignan,4
21948,Gabian,4
21949,Galargues,4
21950,Ganges,2
21951,Ganges,0
21952,Ganges,4
21953,Garrigues,0
21954,Gigean,4
21955,Gigean,4
21956,Gigean,4
21957,Gigean,4
21958,Gignac,4
21959,Gignac,4
21960,Gignac,0
21961,Gignac,4
21962,Gorniès,0
21963,Grabels,0
21964,Grabels,0
21965,Grabels,0
21966,Grabels,3
21967,Grabels,0
21968,Graissessac,0
21969,Guzargues,3
21970,Hérépian,4
21971,Jacou,0
21972,Jacou,0
21973,Jacou,0
21974,Jacou,0
21975,Jacou,0
21976,Joncels,0
21977,Jonquières,0
21978,Juvignac,3
21979,Juvignac,0
21980,Juvignac,0
21981,Juvignac,0
21982,Juvignac,3
21983,Juvignac,0
21984,Juvignac,0
21985,Juvignac,0
21986,Lacoste,3
21987,Lagamas,3
21988,Lamalou-les-Bains,3
21989,Lamalou-les-Bains,3
21990,Lansargues,3
21991,Lansargues,3
21992,Laroque,4
21993,Laroque,4
21994,Lattes,4
21995,Lattes,3
21996,Lattes,1
21997,Lattes,1
21998,Lattes,1
21999,Lattes,3
22000,Lattes,3
22001,Lattes,1
22002,Lattes,3
22003,Lattes,3
22004,Lattes,0
22005,Lattes,3
22006,Lattes,3
22007,Lattes,3
22008,Laurens,4
22009,Lauret,0
22010,Lauroux,0
22011,Lavalette,4
22012,Lavérune,4
22013,Lavérune,0
22014,Lespignan,4
22015,Lespignan,4
22016,Lespignan,4
22017,Lézignan-la-Cèbe,4
22018,Liausson,1
22019,Lieuran-Cabrières,0
22020,Lieuran-lès-Béziers,4
22021,Lignan-sur-Orb,4
22022,Lignan-sur-Orb,4
22023,La Livinière,4
22024,Lodève,2
22025,Lodève,4
22026,Lodève,4
22027,Lodève,0
22028,Lodève,2
22029,Loupian,4
22030,Loupian,4
22031,Lunas,0
22032,Lunel,4
22033,Lunel,2
22034,Lunel,4
22035,Lunel,4
22036,Lunel,2
22037,Lunel,4
22038,Lunel,4
22039,Lunel,4
22040,Lunel,4
22041,Lunel,4
22042,Lunel,2
22043,Lunel,4
22044,Lunel,3
22045,Lunel,3
22046,Lunel,4
22047,Lunel,4
22048,Lunel-Viel,4
22049,Lunel-Viel,4
22050,Magalas,4
22051,Magalas,4
22052,Maraussan,4
22053,Maraussan,4
22054,Maraussan,4
22055,Margon,4
22056,Marseillan,4
22057,Marseillan,4
22058,Marseillan,3
22059,Marseillan,3
22060,Marseillan,4
22061,Marseillan,4
22062,Marsillargues,4
22063,Marsillargues,4
22064,Marsillargues,4
22065,Marsillargues,4
22066,Mas-de-Londres,0
22067,Les Matelles,0
22068,Les Matelles,0
22069,Mauguio,0
22070,Mauguio,3
22071,Mauguio,3
22072,Mauguio,3
22073,Mauguio,3
22074,Mauguio,3
22075,Mauguio,3
22076,Mauguio,3
22077,Mauguio,3
22078,Mauguio,4
22079,Mauguio,4
22080,Mauguio,3
22081,Mauguio,3
22082,Maureilhan,4
22083,Maureilhan,4
22084,Mérifons,0
22085,Mèze,4
22086,Mèze,4
22087,Mèze,4
22088,Mèze,4
22089,Mèze,4
22090,Mèze,4
22091,Mèze,4
22092,Mèze,4
22093,Mèze,4
22094,Minerve,0
22095,Mireval,4
22096,Mireval,3
22097,Mireval,4
22098,Mons,0
22099,Montady,4
22100,Montady,4
22101,Montady,4
22102,Montagnac,4
22103,Montagnac,4
22104,Montagnac,4
22105,Montarnaud,4
22106,Montarnaud,4
22107,Montaud,0
22108,Montbazin,4
22109,Montbazin,4
22110,Montblanc,4
22111,Montblanc,4
22112,Montels,4
22113,Montesquieu,4
22114,Montferrier-sur-Lez,0
22115,Montferrier-sur-Lez,1
22116,Montferrier-sur-Lez,1
22117,Montouliers,0
22118,Montoulieu,0
22119,Montpellier,0
22120,Montpellier,2
22121,Montpellier,0
22122,Montpellier,0
22123,Montpellier,2
22124,Montpellier,2
22125,Montpellier,2
22126,Montpellier,0
22127,Montpellier,0
22128,Montpellier,0
22129,Montpellier,0
22130,Montpellier,2
22131,Montpellier,0
22132,Montpellier,2
22133,Montpellier,2
22134,Montpellier,2
22135,Montpellier,2
22136,Montpellier,0
22137,Montpellier,0
22138,Montpellier,4
22139,Montpellier,2
22140,Montpellier,2
22141,Montpellier,0
22142,Montpellier,0
22143,Montpellier,2
22144,Montpellier,0
22145,Montpellier,0
22146,Montpellier,0
22147,Montpellier,0
22148,Montpellier,2
22149,Montpellier,0
22150,Montpellier,0
22151,Montpellier,2
22152,Montpellier,0
22153,Montpellier,0
22154,Montpellier,2
22155,Montpellier,2
22156,Montpellier,0
22157,Montpellier,0
22158,Montpellier,0
22159,Montpellier,0
22160,Montpellier,2
22161,Montpellier,0
22162,Montpellier,0
22163,Montpellier,2
22164,Montpellier,2
22165,Montpellier,2
22166,Montpellier,0
22167,Montpellier,0
22168,Montpellier,0
22169,Montpellier,0
22170,Montpellier,0
22171,Montpellier,0
22172,Montpellier,0
22173,Montpellier,0
22174,Montpellier,0
22175,Montpellier,0
22176,Montpellier,0
22177,Montpellier,1
22178,Montpellier,1
22179,Montpellier,0
22180,Montpellier,2
22181,Montpellier,0
22182,Montpellier,2
22183,Montpellier,0
22184,Montpellier,0
22185,Montpellier,0
22186,Montpellier,2
22187,Montpellier,0
22188,Montpellier,2
22189,Montpellier,0
22190,Montpellier,0
22191,Montpellier,0
22192,Montpellier,2
22193,Montpellier,2
22194,Montpellier,2
22195,Montpellier,2
22196,Montpellier,2
22197,Montpellier,2
22198,Montpellier,2
22199,Montpellier,2
22200,Montpellier,2
22201,Montpellier,2
22202,Montpellier,2
22203,Montpellier,2
22204,Montpellier,0
22205,Montpellier,2
22206,Montpellier,1
22207,Montpellier,0
22208,Montpellier,0
22209,Montpellier,0
22210,Montpellier,0
22211,Montpellier,0
22212,Montpellier,0
22213,Montpellier,0
22214,Montpellier,2
22215,Montpellier,0
22216,Montpellier,2
22217,Montpellier,2
22218,Montpellier,0
22219,Montpellier,0
22220,Montpellier,0
22221,Montpellier,0
22222,Montpellier,0
22223,Montpellier,2
22224,Montpellier,0
22225,Montpellier,0
22226,Montpellier,2
22227,Montpellier,2
22228,Montpellier,0
22229,Montpellier,0
22230,Montpellier,0
22231,Montpellier,2
22232,Montpellier,0
22233,Montpellier,2
22234,Montpellier,0
22235,Montpellier,0
22236,Montpellier,0
22237,Montpellier,2
22238,Montpellier,0
22239,Montpellier,0
22240,Montpellier,0
22241,Montpellier,0
22242,Montpellier,0
22243,Montpellier,0
22244,Montpellier,2
22245,Montpellier,2
22246,Montpellier,2
22247,Montpellier,0
22248,Montpellier,0
22249,Montpellier,0
22250,Montpellier,0
