,insee_code,group
18192,30189,3
18193,30189,3
18194,30189,4
18195,30189,2
18196,30189,3
18197,30189,0
18198,30189,4
18199,30189,3
18200,30190,0
18201,30190,3
18202,30191,3
18203,30192,3
18204,30193,4
18205,30194,2
18206,30195,2
18207,30196,4
18208,30197,4
18209,30198,0
18210,30199,4
18211,30200,0
18212,30201,0
18213,30202,4
18214,30202,4
18215,30202,4
18216,30202,4
18217,30202,4
18218,30202,4
18219,30202,4
18220,30202,4
18221,30203,2
18222,30203,4
18223,30204,4
18224,30205,3
18225,30206,3
18226,30206,3
18227,30206,3
18228,30207,4
18229,30208,2
18230,30209,3
18231,30209,3
18232,30209,0
18233,30210,4
18234,30210,4
18235,30211,4
18236,30211,4
18237,30211,4
18238,30212,4
18239,30212,4
18240,30213,1
18241,30214,4
18242,30214,4
18243,30215,4
18244,30216,4
18245,30216,4
18246,30217,3
18247,30217,4
18248,30217,3
18249,30217,3
18250,30217,4
18251,30217,4
18252,30218,0
18253,30219,0
18254,30220,0
18255,30221,4
18256,30221,4
18257,30221,4
18258,30221,4
18259,30222,3
18260,30223,4
18261,30223,4
18262,30223,4
18263,30223,4
18264,30224,4
18265,30225,3
18266,30225,3
18267,30225,3
18268,30226,4
18269,30227,4
18270,30227,4
18271,30227,4
18272,30228,4
18273,30228,4
18274,30229,0
18275,30229,4
18276,30230,3
18277,30231,4
18278,30232,0
18279,30233,4
18280,30234,4
18281,30235,4
18282,30236,4
18283,30237,4
18284,30238,4
18285,30239,2
18286,30239,4
18287,30240,4
18288,30241,4
18289,30242,0
18290,30243,4
18291,30243,4
18292,30243,4
18293,30243,4
18294,30243,4
18295,30244,4
18296,30245,0
18297,30246,0
18298,30247,0
18299,30248,4
18300,30249,3
18301,30250,4
18302,30251,4
18303,30252,0
18304,30253,4
18305,30254,4
18306,30254,4
18307,30255,4
18308,30255,4
18309,30256,0
18310,30257,4
18311,30257,4
18312,30258,4
18313,30258,2
18314,30258,4
18315,30258,4
18316,30258,4
18317,30258,4
18318,30258,4
18319,30258,4
18320,30258,4
18321,30259,4
18322,30259,3
18323,30259,4
18324,30260,4
18325,30261,3
18326,30262,3
18327,30263,4
18328,30263,4
18329,30263,4
18330,30264,3
18331,30265,3
18332,30266,4
18333,30267,4
18334,30268,4
18335,30269,0
18336,30269,0
18337,30270,4
18338,30271,4
18339,30272,4
18340,30273,4
18341,30274,4
18342,30274,0
18343,30274,4
18344,30274,4
18345,30275,4
18346,30276,4
18347,30276,4
18348,30276,4
18349,30277,4
18350,30278,4
18351,30278,3
18352,30278,3
18353,30279,4
18354,30280,4
18355,30281,4
18356,30282,4
18357,30283,0
18358,30284,4
18359,30284,4
18360,30284,4
18361,30284,0
18362,30284,4
18363,30285,4
18364,30286,3
18365,30287,3
18366,30288,4
18367,30289,3
18368,30290,4
18369,30290,4
18370,30291,0
18371,30292,4
18372,30293,3
18373,30294,3
18374,30294,3
18375,30294,4
18376,30294,4
18377,30294,4
18378,30295,0
18379,30295,0
18380,30296,2
18381,30297,3
18382,30298,0
18383,30299,3
18384,30300,4
18385,30301,4
18386,30302,0
18387,30302,4
18388,30303,4
18389,30304,0
18390,30305,4
18391,30305,4
18392,30305,4
18393,30306,3
18394,30307,2
18395,30307,2
18396,30307,4
18397,30307,4
18398,30308,0
18399,30308,0
18400,30309,3
18401,30310,0
18402,30311,2
18403,30311,4
18404,30312,3
18405,30312,3
18406,30313,4
18407,30314,4
18408,30315,4
18409,30315,4
18410,30316,0
18411,30317,4
18412,30318,4
18413,30319,3
18414,30320,4
18415,30321,2
18416,30321,4
18417,30321,0
18418,30322,0
18419,30323,4
18420,30324,0
18421,30325,0
18422,30325,0
18423,30325,0
18424,30326,3
18425,30326,3
18426,30327,0
18427,30328,4
18428,30329,0
18429,30330,3
18430,30331,4
18431,30331,3
18432,30332,0
18433,30333,4
18434,30333,4
18435,30333,4
18436,30334,0
18437,30334,0
18438,30334,0
18439,30334,0
18440,30334,0
18441,30335,0
18442,30336,4
18443,30337,0
18444,30338,0
18445,30339,0
18446,30339,0
18447,30339,3
18448,30339,0
18449,30340,4
18450,30341,4
18451,30341,4
18452,30341,4
18453,30341,4
18454,30341,2
18455,30341,4
18456,30341,4
18457,30341,4
18458,30341,4
18459,30341,4
18460,30342,4
18461,30343,4
18462,30344,0
18463,30344,3
18464,30344,4
18465,30344,4
18466,30345,2
18467,30346,4
18468,30346,4
18469,30347,4
18470,30348,4
18471,30348,3
18472,30349,4
18473,30350,2
18474,30350,2
18475,30350,0
18476,30351,0
18477,30351,1
18478,30351,1
18479,30351,1
18480,30351,1
18481,30351,3
18482,30351,1
18483,30351,3
18484,30351,3
18485,30352,3
18486,30352,3
18487,30353,0
18488,30354,3
18489,30355,4
18490,30356,4
18491,30356,4
18492,31001,0
18493,31002,3
18494,31003,0
18495,31003,0
18496,31004,0
18497,31004,0
18498,31005,0
18499,31006,0
18500,31007,3
18501,31008,0
18502,31009,3
18503,31010,0
18504,31011,0
18505,31012,0
18506,31013,0
18507,31014,1
18508,31015,2
18509,31017,4
18510,31018,0
18511,31019,3
18512,31020,0
18513,31020,0
18514,31021,0
18515,31022,0
18516,31022,0
18517,31022,0
18518,31022,0
18519,31022,0
18520,31023,0
18521,31024,0
18522,31025,1
18523,31026,0
18524,31027,3
18525,31028,0
18526,31029,3
18527,31030,0
18528,31031,0
18529,31032,0
18530,31032,0
18531,31032,0
18532,31032,0
18533,31032,0
18534,31032,0
18535,31033,0
18536,31033,0
18537,31033,4
18538,31033,4
18539,31033,4
18540,31033,4
18541,31034,0
18542,31035,1
18543,31035,0
18544,31036,0
18545,31036,0
18546,31037,0
18547,31037,0
18548,31038,0
18549,31039,0
18550,31040,2
18551,31041,4
18552,31042,1
18553,31042,1
18554,31042,0
18555,31043,0
18556,31044,1
18557,31044,1
18558,31044,0
18559,31044,1
18560,31044,1
18561,31044,1
18562,31044,0
18563,31044,1
18564,31044,1
18565,31044,1
18566,31044,0
18567,31044,0
18568,31044,1
18569,31044,1
18570,31044,0
18571,31045,0
18572,31046,0
18573,31047,2
18574,31048,0
18575,31048,0
18576,31049,0
18577,31050,0
18578,31051,0
18579,31052,0
18580,31053,0
18581,31054,0
18582,31055,0
18583,31056,0
18584,31056,0
18585,31056,0
18586,31056,0
18587,31056,0
18588,31056,0
18589,31057,0
18590,31057,0
18591,31058,0
18592,31059,0
18593,31060,0
18594,31061,0
18595,31062,0
18596,31063,4
18597,31064,0
18598,31065,0
18599,31065,4
18600,31066,0
18601,31066,0
18602,31066,3
18603,31066,4
18604,31067,0
18605,31068,1
18606,31069,0
18607,31069,0
18608,31069,0
18609,31069,0
18610,31069,0
18611,31069,0
18612,31069,1
18613,31069,0
18614,31069,0
18615,31069,0
18616,31069,0
18617,31069,0
18618,31069,0
18619,31069,0
18620,31069,2
18621,31069,0
18622,31069,0
18623,31069,0
18624,31069,0
18625,31069,0
18626,31069,0
18627,31070,3
18628,31071,4
18629,31072,1
18630,31073,0
18631,31074,0
18632,31075,0
18633,31076,4
18634,31077,3
18635,31078,0
18636,31079,0
18637,31079,0
18638,31079,0
18639,31080,3
18640,31080,3
18641,31081,1
18642,31082,0
18643,31083,0
18644,31084,4
18645,31085,4
18646,31085,0
18647,31085,0
18648,31085,0
18649,31086,0
18650,31087,0
18651,31088,0
18652,31088,0
18653,31089,3
18654,31090,4
18655,31091,0
18656,31091,0
18657,31091,0
18658,31091,0
18659,31092,3
18660,31093,0
18661,31094,0
18662,31094,0
18663,31095,0
18664,31096,4
18665,31097,0
18666,31098,4
18667,31099,0
18668,31100,4
18669,31100,0
18670,31101,4
18671,31102,0
18672,31103,0
18673,31104,4
18674,31105,0
18675,31106,0
18676,31106,0
18677,31107,0
18678,31107,0
18679,31107,0
18680,31107,4
18681,31108,4
18682,31109,0
18683,31110,0
18684,31111,4
18685,31112,4
18686,31113,0
18687,31113,0
18688,31113,0
18689,31113,0
18690,31113,0
18691,31113,0
18692,31113,0
18693,31113,0
18694,31113,0
18695,31113,0
18696,31114,0
18697,31115,3
18698,31116,0
18699,31116,0
18700,31116,0
18701,31116,0
18702,31116,0
18703,31116,0
18704,31116,0
18705,31116,3
18706,31117,0
18707,31117,0
18708,31117,0
18709,31118,0
18710,31118,0
18711,31118,0
18712,31118,3
18713,31119,4
18714,31120,0
18715,31121,4
18716,31122,4
18717,31123,0
18718,31124,0
18719,31125,0
18720,31126,0
18721,31127,2
18722,31128,0
18723,31129,0
18724,31130,0
18725,31131,0
18726,31132,0
18727,31133,0
18728,31134,2
18729,31135,2
18730,31135,4
18731,31135,0
18732,31135,4
18733,31136,0
18734,31137,3
18735,31138,0
18736,31139,4
18737,31140,3
18738,31141,4
18739,31142,0
18740,31143,0
18741,31144,0
18742,31145,0
18743,31145,0
18744,31145,4
18745,31146,1
18746,31147,4
18747,31148,0
18748,31149,0
18749,31149,0
18750,31149,0
18751,31149,0
18752,31149,0
18753,31149,0
18754,31149,0
18755,31149,0
18756,31149,0
18757,31149,0
18758,31149,0
18759,31149,0
18760,31149,0
18761,31149,0
18762,31149,0
18763,31149,0
18764,31149,0
18765,31149,0
18766,31149,0
18767,31149,0
18768,31149,0
18769,31149,0
18770,31149,0
18771,31149,0
18772,31149,0
18773,31150,0
18774,31150,0
18775,31150,0
18776,31150,0
18777,31150,0
18778,31150,0
18779,31151,0
18780,31152,0
18781,31153,0
18782,31155,0
18783,31156,4
18784,31157,0
18785,31157,0
18786,31157,0
18787,31157,0
18788,31157,0
18789,31157,0
18790,31157,0
18791,31157,0
18792,31157,0
18793,31157,0
18794,31157,0
18795,31157,0
18796,31157,0
18797,31157,0
18798,31157,0
18799,31158,2
18800,31159,4
18801,31160,0
18802,31161,0
18803,31162,0
18804,31163,0
18805,31163,0
18806,31164,4
18807,31165,0
18808,31165,4
18809,31165,3
18810,31165,0
18811,31165,4
18812,31166,0
18813,31167,0
18814,31168,0
18815,31169,0
18816,31169,0
18817,31169,0
18818,31169,0
18819,31169,0
18820,31169,0
18821,31169,0
18822,31170,0
18823,31171,0
18824,31172,4
18825,31173,0
18826,31174,0
18827,31174,0
18828,31175,0
18829,31176,3
18830,31177,0
18831,31178,0
18832,31179,0
18833,31180,0
18834,31181,0
18835,31181,4
18836,31182,0
18837,31182,0
18838,31182,0
18839,31182,0
18840,31183,0
18841,31184,0
18842,31185,0
18843,31186,0
18844,31186,0
18845,31187,0
18846,31187,0
18847,31187,0
18848,31187,0
18849,31187,0
18850,31187,0
18851,31187,0
18852,31187,0
18853,31187,0
18854,31187,0
18855,31187,0
18856,31187,0
18857,31188,0
18858,31188,0
18859,31188,0
18860,31188,0
18861,31188,0
18862,31189,0
18863,31190,0
18864,31191,0
18865,31192,0
18866,31193,0
18867,31194,0
18868,31195,0
18869,31196,4
18870,31197,4
18871,31198,4
18872,31199,0
18873,31200,4
18874,31201,4
18875,31202,0
18876,31202,4
18877,31202,3
18878,31202,0
18879,31202,0
18880,31203,0
18881,31203,0
18882,31203,0
18883,31203,0
18884,31203,0
18885,31203,0
18886,31204,0
18887,31205,0
18888,31205,0
18889,31206,4
18890,31206,4
18891,31206,4
18892,31207,0
18893,31208,0
18894,31209,4
18895,31210,0
18896,31211,3
18897,31212,0
18898,31213,0
18899,31215,3
18900,31216,0
18901,31217,0
18902,31218,2
18903,31219,4
18904,31220,3
18905,31221,1
18906,31222,0
18907,31223,3
18908,31224,0
18909,31225,0
18910,31226,0
18911,31227,1
18912,31228,0
18913,31228,0
18914,31229,4
18915,31230,0
18916,31230,0
18917,31230,0
18918,31231,4
18919,31232,0
18920,31232,0
18921,31232,0
18922,31232,3
18923,31232,3
18924,31232,0
18925,31232,0
18926,31232,0
18927,31232,3
18928,31233,0
18929,31234,0
18930,31235,0
18931,31236,0
18932,31237,3
18933,31238,2
18934,31239,3
18935,31239,3
18936,31240,0
18937,31241,3
18938,31242,0
18939,31243,0
18940,31244,0
18941,31245,0
18942,31246,4
18943,31247,0
18944,31248,3
18945,31248,0
18946,31248,0
18947,31248,0
18948,31248,0
18949,31249,0
18950,31250,4
18951,31251,4
18952,31252,0
18953,31252,0
18954,31253,4
18955,31253,4
18956,31254,0
18957,31254,0
18958,31254,0
18959,31255,0
18960,31256,0
18961,31258,0
18962,31259,0
18963,31259,0
18964,31260,4
18965,31261,0
18966,31262,0
18967,31263,0
18968,31263,0
18969,31263,0
18970,31264,0
18971,31265,0
18972,31266,4
18973,31267,0
18974,31268,0
18975,31269,4
18976,31270,0
18977,31271,0
18978,31271,0
18979,31271,0
18980,31272,2
18981,31273,0
18982,31273,0
18983,31273,0
18984,31274,4
18985,31275,3
18986,31276,4
18987,31277,0
18988,31278,0
18989,31279,0
18990,31280,0
18991,31281,4
18992,31281,0
18993,31282,0
18994,31282,0
18995,31282,0
18996,31282,0
18997,31282,0
18998,31282,0
18999,31282,0
19000,31283,0
19001,31284,1
19002,31284,0
19003,31285,3
19004,31286,3
19005,31287,0
19006,31287,0
19007,31288,3
19008,31289,0
19009,31290,0
19010,31291,0
19011,31291,0
19012,31291,0
19013,31291,0
19014,31291,0
19015,31291,0
19016,31291,0
19017,31291,0
19018,31292,0
19019,31293,4
19020,31293,4
19021,31294,4
19022,31295,1
19023,31296,0
19024,31297,0
19025,31297,0
19026,31298,0
19027,31299,4
19028,31299,0
19029,31299,0
19030,31300,4
19031,31301,0
19032,31302,4
19033,31303,0
19034,31303,4
19035,31304,0
19036,31305,4
19037,31306,0
19038,31308,0
19039,31309,4
19040,31310,0
19041,31311,4
19042,31312,0
19043,31313,0
19044,31314,0
19045,31315,0
19046,31316,0
19047,31317,0
19048,31318,0
19049,31319,4
19050,31320,0
19051,31321,0
19052,31322,0
19053,31323,0
19054,31324,4
19055,31324,4
19056,31325,0
19057,31326,0
19058,31327,4
19059,31328,0
19060,31329,0
19061,31330,0
19062,31331,0
19063,31332,3
19064,31333,4
19065,31334,0
19066,31335,0
19067,31336,0
19068,31337,0
19069,31338,0
19070,31339,0
19071,31340,1
19072,31341,3
19073,31341,3
19074,31341,0
19075,31342,0
19076,31343,0
19077,31344,4
19078,31345,4
19079,31345,4
19080,31346,0
19081,31347,4
19082,31348,1
19083,31349,0
19084,31350,4
19085,31351,0
19086,31351,0
19087,31351,0
19088,31352,1
19089,31353,0
19090,31354,1
19091,31355,1
19092,31355,1
19093,31356,0
19094,31356,0
19095,31357,0
19096,31357,0
19097,31358,0
19098,31358,0
19099,31359,0
19100,31360,0
19101,31361,3
19102,31362,4
19103,31363,3
19104,31364,0
19105,31364,0
19106,31364,0
19107,31365,2
19108,31366,0
19109,31367,4
19110,31368,0
19111,31369,1
19112,31370,3
19113,31371,4
19114,31372,0
19115,31373,0
19116,31374,0
19117,31375,0
19118,31375,4
19119,31375,2
19120,31376,4
19121,31377,0
19122,31378,4
19123,31379,4
19124,31380,0
19125,31381,0
19126,31381,0
19127,31382,3
19128,31383,3
19129,31384,0
19130,31385,0
19131,31386,3
19132,31387,0
19133,31388,0
19134,31389,0
19135,31389,0
19136,31389,0
19137,31389,0
19138,31390,4
19139,31390,0
19140,31391,0
19141,31392,1
19142,31393,0
19143,31394,4
19144,31395,0
19145,31395,0
19146,31395,0
19147,31395,0
19148,31395,0
19149,31395,2
19150,31395,2
19151,31395,0
19152,31395,2
19153,31395,0
19154,31395,4
19155,31395,2
19156,31395,4
19157,31395,0
19158,31395,0
19159,31395,0
19160,31395,0
19161,31395,0
19162,31395,0
19163,31396,0
19164,31396,0
19165,31397,3
19166,31398,2
19167,31399,0
19168,31399,4
19169,31400,3
19170,31401,0
19171,31402,0
19172,31403,0
19173,31404,0
19174,31405,4
19175,31406,0
19176,31406,4
19177,31407,0
19178,31408,3
19179,31409,0
19180,31409,0
19181,31410,0
19182,31410,0
19183,31410,0
19184,31411,1
19185,31412,3
19186,31412,3
19187,31413,4
19188,31414,0
19189,31415,0
19190,31416,4
19191,31417,0
19192,31417,0
19193,31417,0
19194,31417,0
19195,31417,0
19196,31417,1
19197,31417,0
19198,31417,0
19199,31418,1
19200,31419,4
19201,31420,0
19202,31420,0
19203,31421,0
19204,31421,0
19205,31421,0
19206,31421,0
19207,31422,4
19208,31423,4
19209,31424,0
19210,31424,0
19211,31424,0
19212,31424,0
19213,31424,0
19214,31424,0
19215,31424,0
19216,31424,0
19217,31424,0
19218,31424,0
19219,31424,0
19220,31424,0
19221,31424,0
19222,31424,0
19223,31424,0
19224,31425,0
19225,31426,0
19226,31427,4
19227,31428,4
19228,31429,0
19229,31429,0
19230,31430,4
19231,31431,0
19232,31432,0
19233,31433,0
19234,31433,0
19235,31433,0
19236,31433,0
19237,31433,0
19238,31433,4
19239,31433,4
19240,31433,3
19241,31433,2
19242,31434,0
19243,31435,4
19244,31436,4
19245,31437,0
19246,31438,0
19247,31439,0
19248,31440,0
19249,31441,0
19250,31442,4
19251,31443,4
19252,31444,4
19253,31445,1
19254,31445,0
19255,31445,0
19256,31445,0
19257,31445,1
19258,31446,0
19259,31446,0
19260,31446,1
19261,31446,0
19262,31446,0
19263,31446,0
19264,31446,0
19265,31446,0
19266,31446,0
19267,31446,0
19268,31446,0
19269,31447,3
19270,31448,1
19271,31449,0
19272,31450,3
19273,31451,3
19274,31451,0
19275,31451,0
19276,31451,3
19277,31451,0
19278,31451,0
19279,31451,0
19280,31451,4
19281,31452,0
19282,31453,0
19283,31454,0
19284,31454,4
19285,31454,3
19286,31455,0
19287,31455,0
19288,31456,0
19289,31457,0
19290,31458,0
19291,31458,0
19292,31458,0
19293,31458,0
19294,31459,0
19295,31460,0
19296,31460,0
19297,31460,0
19298,31461,2
19299,31462,1
19300,31463,0
19301,31464,4
19302,31465,0
19303,31466,0
19304,31467,0
19305,31467,0
19306,31467,0
19307,31467,0
19308,31468,3
19309,31469,4
19310,31470,1
19311,31471,0
19312,31472,0
19313,31473,0
19314,31474,4
19315,31475,0
19316,31476,0
19317,31477,0
19318,31478,0
19319,31478,3
19320,31479,3
19321,31480,0
19322,31480,0
19323,31481,0
19324,31481,4
19325,31482,0
19326,31483,2
19327,31483,0
19328,31483,2
19329,31483,0
19330,31483,0
19331,31483,3
19332,31483,0
19333,31483,2
19334,31483,0
19335,31483,2
19336,31484,0
19337,31484,0
19338,31485,0
19339,31486,0
19340,31487,3
19341,31488,0
19342,31488,0
19343,31488,0
19344,31488,0
19345,31488,0
19346,31488,0
19347,31488,0
19348,31488,1
19349,31488,0
19350,31488,0
19351,31489,1
19352,31490,0
19353,31490,4
19354,31490,4
19355,31490,3
19356,31491,0
19357,31492,4
19358,31493,0
19359,31494,0
19360,31495,0
19361,31496,0
19362,31497,0
19363,31497,0
19364,31498,0
19365,31499,0
19366,31499,0
19367,31499,0
19368,31499,0
19369,31499,0
19370,31499,0
19371,31500,0
19372,31501,3
19373,31502,0
19374,31503,4
19375,31504,0
19376,31505,0
19377,31506,1
19378,31506,1
19379,31506,0
19380,31506,1
19381,31506,0
19382,31506,1
19383,31506,0
19384,31506,0
19385,31506,0
19386,31506,0
19387,31506,0
19388,31506,0
19389,31507,0
19390,31508,0
19391,31509,0
19392,31510,3
19393,31511,0
19394,31512,0
19395,31513,0
19396,31514,1
19397,31515,0
19398,31516,3
19399,31517,0
19400,31517,4
19401,31518,3
19402,31519,0
19403,31520,2
19404,31521,0
19405,31522,0
19406,31523,2
19407,31523,0
19408,31524,0
19409,31525,4
19410,31526,0
19411,31526,0
19412,31526,0
19413,31526,0
19414,31526,0
19415,31526,0
19416,31526,0
19417,31526,0
19418,31527,3
19419,31528,4
19420,31529,0
19421,31530,4
19422,31531,4
19423,31532,0
19424,31533,0
19425,31534,3
19426,31535,0
19427,31536,0
19428,31537,4
19429,31538,4
19430,31539,3
19431,31540,3
19432,31541,0
19433,31541,3
19434,31542,3
19435,31543,0
19436,31544,0
19437,31545,4
19438,31546,0
19439,31547,0
19440,31547,0
19441,31547,0
19442,31547,0
19443,31547,4
19444,31547,0
19445,31548,1
19446,31549,0
19447,31550,0
19448,31551,0
19449,31552,4
19450,31553,0
19451,31554,3
19452,31555,0
19453,31555,0
19454,31555,1
19455,31555,2
19456,31555,2
19457,31555,0
19458,31555,1
19459,31555,0
19460,31555,0
19461,31555,2
19462,31555,0
19463,31555,0
19464,31555,0
19465,31555,0
19466,31555,0
19467,31555,0
19468,31555,0
19469,31555,0
19470,31555,0
19471,31555,0
19472,31555,0
19473,31555,0
19474,31555,0
19475,31555,0
19476,31555,0
19477,31555,0
19478,31555,0
19479,31555,2
19480,31555,2
19481,31555,0
19482,31555,0
19483,31555,0
19484,31555,0
19485,31555,0
19486,31555,0
19487,31555,0
19488,31555,0
19489,31555,0
19490,31555,2
19491,31555,0
19492,31555,0
19493,31555,0
19494,31555,2
19495,31555,0
19496,31555,0
19497,31555,0
19498,31555,2
19499,31555,2
19500,31555,0
19501,31555,0
19502,31555,0
19503,31555,2
19504,31555,0
19505,31555,0
19506,31555,0
19507,31555,2
19508,31555,0
19509,31555,0
19510,31555,2
19511,31555,0
19512,31555,0
19513,31555,0
19514,31555,2
19515,31555,0
19516,31555,2
19517,31555,2
19518,31555,0
19519,31555,0
19520,31555,0
19521,31555,2
19522,31555,2
19523,31555,0
19524,31555,0
19525,31555,0
19526,31555,0
19527,31555,0
19528,31555,0
19529,31555,0
19530,31555,2
19531,31555,0
19532,31555,2
19533,31555,0
19534,31555,2
19535,31555,2
19536,31555,0
19537,31555,0
19538,31555,2
19539,31555,0
19540,31555,0
19541,31555,0
19542,31555,0
19543,31555,0
19544,31555,0
19545,31555,2
19546,31555,0
19547,31555,0
19548,31555,2
19549,31555,2
19550,31555,2
19551,31555,2
19552,31555,0
19553,31555,1
19554,31555,0
19555,31555,1
19556,31555,1
19557,31555,1
19558,31555,1
19559,31555,0
19560,31555,0
19561,31555,0
19562,31555,0
19563,31555,0
19564,31555,1
19565,31555,0
19566,31555,1
19567,31555,1
19568,31555,1
19569,31555,1
19570,31555,2
19571,31555,1
19572,31555,1
19573,31555,0
19574,31555,0
19575,31555,0
19576,31555,1
19577,31555,1
19578,31555,1
19579,31555,1
19580,31555,1
19581,31555,0
19582,31555,1
19583,31555,0
19584,31555,2
19585,31555,0
19586,31555,0
19587,31555,0
19588,31555,0
19589,31555,0
19590,31555,0
19591,31555,0
19592,31555,0
19593,31555,1
19594,31555,1
19595,31555,0
19596,31555,0
19597,31555,0
19598,31555,1
19599,31555,3
19600,31555,1
19601,31555,0
19602,31555,0
19603,31555,0
19604,31555,0
19605,31555,0
19606,31555,1
19607,31555,1
19608,31555,1
19609,31555,0
19610,31555,0
19611,31555,0
19612,31555,0
19613,31555,1
19614,31555,0
19615,31555,0
19616,31555,0
19617,31555,0
19618,31555,0
19619,31555,1
19620,31555,2
19621,31555,2
19622,31555,2
19623,31555,2
19624,31555,2
19625,31555,2
19626,31555,2
19627,31555,2
19628,31555,2
19629,31555,2
19630,31555,0
19631,31555,0
19632,31555,0
19633,31555,0
19634,31555,0
19635,31555,0
19636,31555,0
19637,31555,0
19638,31555,0
19639,31555,0
19640,31555,0
19641,31555,0
19642,31555,2
19643,31555,0
19644,31555,0
19645,31555,0
19646,31555,2
19647,31555,2
19648,31555,0
19649,31555,0
19650,31555,2
19651,31555,0
19652,31555,2
19653,31555,0
19654,31555,2
19655,31555,0
19656,31555,2
19657,31555,0
19658,31555,0
19659,31555,0
19660,31555,2
19661,31555,0
19662,31555,0
19663,31555,1
19664,31555,2
19665,31555,0
19666,31555,2
19667,31555,0
19668,31555,0
19669,31555,0
19670,31555,2
19671,31555,0
19672,31555,1
19673,31555,0
19674,31555,2
19675,31555,0
19676,31555,2
19677,31555,0
19678,31555,0
19679,31555,0
19680,31555,2
19681,31555,2
19682,31555,2
19683,31555,2
19684,31555,2
19685,31555,0
19686,31555,0
19687,31555,0
19688,31555,0
19689,31555,2
19690,31555,2
19691,31555,0
19692,31555,0
19693,31555,0
19694,31555,2
19695,31555,2
19696,31555,2
19697,31555,0
19698,31555,2
19699,31555,1
19700,31555,2
19701,31555,2
19702,31555,2
19703,31555,2
19704,31555,2
19705,31555,0
19706,31555,2
19707,31555,2
19708,31555,2
19709,31555,2
19710,31555,2
19711,31555,0
19712,31555,0
19713,31555,0
19714,31555,0
19715,31556,4
19716,31557,1
19717,31557,0
19718,31557,0
19719,31557,0
19720,31557,0
19721,31557,0
19722,31557,0
19723,31557,0
19724,31557,0
19725,31557,0
19726,31557,0
19727,31557,1
19728,31557,0
19729,31557,1
19730,31557,1
19731,31557,0
19732,31557,0
19733,31557,1
19734,31557,0
19735,31557,0
19736,31557,0
19737,31558,0
19738,31559,0
19739,31560,0
19740,31561,0
19741,31561,0
19742,31561,0
19743,31561,0
19744,31561,0
19745,31561,0
19746,31561,0
19747,31561,0
19748,31561,0
19749,31561,0
19750,31561,0
19751,31562,0
19752,31563,0
19753,31564,0
19754,31565,0
19755,31566,0
19756,31567,0
19757,31568,0
19758,31569,0
19759,31570,4
19760,31571,0
19761,31572,0
19762,31572,0
19763,31573,0
19764,31573,0
19765,31573,0
19766,31574,0
19767,31574,0
19768,31575,1
19769,31576,0
19770,31577,0
19771,31578,1
19772,31579,0
19773,31580,0
19774,31581,0
19775,31582,0
19776,31582,0
19777,31582,0
19778,31582,0
19779,31583,3
19780,31584,4
19781,31584,4
19782,31584,0
19783,31584,2
19784,31584,4
19785,31584,3
19786,31584,3
19787,31585,3
19788,31586,0
19789,31587,3
19790,31588,0
19791,31588,0
19792,31588,0
19793,31588,0
19794,31588,0
19795,31588,0
19796,31588,0
19797,31589,0
19798,31590,0
19799,31591,0
19800,31592,0
19801,31593,0
19802,32001,0
19803,32002,4
19804,32003,3
19805,32004,0
19806,32005,3
19807,32007,0
19808,32008,0
19809,32009,3
19810,32010,0
19811,32012,0
19812,32013,0
19813,32013,0
19814,32013,0
19815,32013,0
19816,32013,0
19817,32013,2
19818,32013,0
19819,32013,0
19820,32013,0
19821,32013,0
19822,32013,0
19823,32013,0
19824,32013,0
19825,32013,0
19826,32014,4
19827,32015,3
19828,32016,0
19829,32017,3
19830,32018,0
19831,32019,0
19832,32020,1
19833,32021,0
19834,32022,0
19835,32023,1
19836,32024,3
19837,32025,3
19838,32026,0
19839,32027,0
19840,32028,2
19841,32029,0
19842,32030,3
19843,32031,3
19844,32032,1
19845,32033,3
19846,32034,0
19847,32035,3
19848,32036,0
19849,32037,4
19850,32038,0
19851,32039,0
19852,32040,3
19853,32041,0
19854,32042,1
19855,32043,0
19856,32044,0
19857,32045,0
19858,32046,0
19859,32047,1
19860,32048,0
19861,32049,3
19862,32050,0
19863,32051,1
19864,32052,0
19865,32053,0
19866,32054,3
19867,32055,0
19868,32056,0
19869,32057,0
19870,32058,0
19871,32059,0
19872,32060,0
19873,32061,1
19874,32062,1
19875,32063,0
19876,32064,3
19877,32065,0
19878,32066,3
19879,32067,0
19880,32068,0
19881,32069,1
19882,32070,4
19883,32071,3
19884,32072,4
19885,32073,1
19886,32074,0
19887,32075,3
19888,32076,0
19889,32077,4
19890,32078,0
19891,32079,0
19892,32079,0
19893,32080,3
19894,32081,3
19895,32082,3
19896,32083,0
19897,32084,1
19898,32085,0
19899,32086,1
19900,32087,0
19901,32088,3
19902,32089,3
19903,32090,0
19904,32091,0
19905,32092,4
19906,32093,3
19907,32094,0
19908,32095,3
19909,32096,3
19910,32096,0
19911,32097,0
19912,32098,0
19913,32099,0
19914,32100,3
19915,32101,0
19916,32102,0
19917,32103,0
19918,32104,0
19919,32105,3
19920,32106,0
19921,32107,0
19922,32107,0
19923,32107,3
19924,32107,0
19925,32107,0
19926,32107,3
19927,32108,0
19928,32109,4
19929,32110,3
19930,32111,1
19931,32112,0
19932,32113,3
19933,32114,3
19934,32115,3
19935,32116,3
19936,32117,0
19937,32118,0
19938,32119,0
19939,32119,3
19940,32119,3
